index,Title,Date,Genre,orig_lang,Revenue($),Budget($),country,score
9930,Pierrot le Fou,05-11-1965,"Drama, Thriller", French,54865740.6,300000,France,74
9931,You Keep the Kids,20-04-2022,"Comedy, Family"," Spanish, Castilian",571963494.4,130000000,Australia,73
9932,Twilight Zone: The Movie,24-06-1983,"Horror, Science Fiction", English,29500000,10000000,United States,65
9933,Picture of Beauty,14-03-2017,"Drama, Romance", English,2264858.8,100,United Kingdom,45
9934,Zombies: A Living History,25-10-2011,Documentary, English,625891229,100140523.8,United States,70
9935,The Housemaid,13-05-2010,"Thriller, Drama", Korean,205370086.2,4000000,South Korea,64
9936,Wrongfully Accused,21-08-1998,"Action, Adventure, Comedy", English,9623329,7221932.4,United States,59
9937,Parenthood,26-10-1989,"Comedy, Drama", English,126297830,20000000,Australia,67
9938,The Final Wish,24-01-2019,Horror, English,545695337.6,102800000,United States,50
9939,Edtv,20-05-1999,Comedy, English,322381265.8,80000000,Australia,60
9940,Amelia,22-10-2009,"Adventure, Drama", English,19756077,40000000,United States,56
9941,High Life,06-06-2019,"Science Fiction, Drama, Mystery", English,2133033,8933400,Australia,58
9942,Pinocchio 3000,29-07-2005,"Animation, Family, Fantasy, Science Fiction", English,872737414.6,148300000,Canada,44
9943,Bang Bang!,02-10-2014,"Action, Adventure, Comedy, Romance", Hindi,590072388.8,89400000,India,62
9944,The Swordsman,23-09-2020,"Action, Drama, History", Korean,577044398.2,154600000,South Korea,76
9945,Down,20-05-2003,"Action, Horror, Mystery, Thriller", English,163169,15000000,United States,52
9946,Stratton,17-01-2018,"Action, Thriller", English,683325581,137800000,Australia,50
9947,El dÃ­a de los albaÃ±iles: Los maistros del amor,13-01-1982,Comedy," Spanish, Castilian",241031716.6,114200000,Mexico,60
9948,Get Married If You Can,14-02-2014,"Comedy, Romance"," Spanish, Castilian",15998618,2082001.4,Mexico,74
9949,Date and Switch,14-02-2014,Comedy, English,220176894.4,72440000,United States,58
9950,Words on Bathroom Walls,21-08-2020,"Drama, Romance", English,3117681,9300000,United States,79
9951,Sleeping Beauty,13-05-2014,"Fantasy, Adventure", English,898071082,119300000,United States,45
9952,On the Basis of Sex,07-02-2019,"Drama, History", English,38794346,20000000,Australia,74
9953,Miracles,15-06-1989,"Crime, Action, Comedy, Drama", Cantonese,34036029,35858040,United States,70
9954,Take Your Pills,09-03-2018,Documentary, English,263932136,99000000,United States,66
9955,Rock-A-Doodle,03-04-1992,"Comedy, Family, Animation, Fantasy, Music", English,11657385,18000000,United States,63
9956,Furious,30-11-2017,"Fantasy, Action, Adventure", Russian,10657499,5610000,Russia,63
9957,In Hell,24-11-2003,Action, English,293671,17000000,United States,64
9958,Lucas,28-03-1986,"Comedy, Drama, Romance", English,8200000,6000000,United States,67
9959,Mae Bia,17-09-2015,"Mystery, Drama", Thai,421303732.6,139800000,Thailand,53
9960,Yakuza Princess,16-10-2021,"Action, Thriller", Portuguese,405026088.6,95200000,Australia,63
9961,Southbound,05-02-2016,"Fantasy, Thriller, Horror, Science Fiction", English,23665,9830000,United States,59
9962,Possessor Uncut,26-11-2020,"Horror, Thriller, Science Fiction", English,841334,117363.2,Australia,63
9963,Gangnam Daughter-in-law,05-12-2019,"Drama, Romance", Korean,288568132.4,175600000,South Korea,50
9964,Julie & Julia,08-10-2009,"Romance, Drama", English,131516178,40000000,Australia,67
9965,That Obscure Object of Desire,01-03-1978,"Comedy, Drama, Romance", French,607859911.4,89400000,Spain,75
9966,Playing by Heart,30-12-1998,"Comedy, Drama, Romance", English,3970078,20000000,United States,66
9967,Cry_Wolf,16-09-2005,"Horror, Thriller", English,10047674,1000000,United States,58
9968,Maniac,21-06-2013,Horror, English,10000000,350000,United States,61
9969,Hope Floats,29-05-1998,"Romance, Drama, Comedy", English,81529000,30000000,United States,63
9970,Folklore: The Long Pond Studio Sessions,25-11-2020,"Music, Documentary", English,1104642091,221000000,United States,86
9971,Boo 2! A Madea Halloween,13-01-2018,"Horror, Comedy", English,48333932,25000000,Australia,57
9972,Billy Lynn's Long Halftime Walk,24-01-2017,"Drama, War", English,30930984,40000000,Australia,60
9973,Detective Conan: Crossroad in the Ancient Capital,19-04-2003,"Mystery, Animation", Japanese,415271129.8,97000000,Japan,70
9974,D'Artagnan and the Three Musketeers,06-02-2005,"Adventure, Action", French,435074233.2,82850080,France,52
9975,Needful Things,04-11-1993,"Drama, Horror", English,15185672,14586840.6,Australia,62
9976,Dear Frankie,27-08-2004,"Drama, Family", English,3099369,4600000,United Kingdom,70
9977,House Party,09-03-1990,Comedy, English,26386000,2500000,United States,64
9978,The Illusionist,13-01-2012,"Animation, Drama", French,83792062,16500000,Australia,73
9979,Frankie and Johnny,11-10-1991,"Drama, Romance, Comedy", English,22773535,29000000,United States,67
9980,Pain and Glory,07-06-2019,Drama," Spanish, Castilian",37359689,10769016,Australia,74
9981,Mighty Aphrodite,13-09-1995,"Comedy, Romance", English,6700000,15000000,United States,68
9982,Ricochet,04-10-1991,"Crime, Thriller, Action", English,21760000,4020000.2,United States,60
9983,Arctic Blast,04-08-2010,"Science Fiction, Action", English,29587116.4,5000000,Australia,55
9984,Road Wars,05-05-2015,"Science Fiction, Action", English,814383781.6,102800000,United States,39
9985,Eight Crazy Nights,12-12-2002,"Animation, Comedy, Music", English,23833131,12200000,Australia,52
9986,Another 48 Hrs.,09-08-1990,"Thriller, Action, Comedy, Crime, Drama", English,153518974,38000000,Australia,60
9987,The Bodyguard,21-01-2004,"Action, Comedy", Thai,411006740,25000000,Thailand,59
9988,An American Crime,07-12-2007,"Crime, Drama, Horror", English,27414351.2,2000000,United States,73
9989,The Emerald Forest,26-06-1985,"Action, Adventure, Drama", English,24467000,69450000,United States,67
9990,Red Planet,07-12-2000,"Thriller, Action, Science Fiction", English,33463969,80000000,Australia,57
9991,Azumi 2: Death or Love,12-03-2005,Action, Japanese,380935822.8,80000000,Japan,65
9992,Mad Heidi,24-11-2022,"Action, Adventure, Comedy, Fantasy, Horror", English,52787629.2,2600000,Switzerland,58
9993,Barely Legal,21-10-2005,Comedy, English,287419513.4,161400000,United States,62
9994,Pride and Glory,01-11-2008,"Crime, Drama, Mystery, Thriller", English,32262866,30000000,Australia,64
9995,The Round Up,10-03-2010,"Drama, History, War", French,25346148,20000000,France,76
9996,Cross Road,25-02-2014,Animation, Japanese,239651951,124000000,Japan,64
9997,Southland Tales,30-04-2008,"Science Fiction, Thriller, Comedy", English,364607,17000000,Australia,51
9998,Duck Soup,22-02-1993,"Comedy, War", English,590317034.4,138000000,Australia,73
9999,Captain Corelli's Mandolin,17-08-2001,"Drama, Romance, War", English,62097495,57000000,United States,59
10000,Sophie's Choice,08-12-1982,"Drama, Romance, War", English,30036000,12000000,United States,74
10001,Evil,16-09-2003,Drama, Swedish,528245,7048000,Sweden,73
10002,Down and Out in Beverly Hills,31-01-1986,Comedy, English,62134225,14000000,United States,59
10003,Joe Dirt,10-08-2001,"Mystery, Adventure, Comedy, Romance, Drama", English,30987695,16000000,Australia,56
10004,Domme,17-03-2023,Drama, Tagalog,454488625.8,142000000,Philippines,55
10005,Excision,02-11-2012,"Drama, Horror", English,281823245.2,112000000,United States,62
10006,The Boat That Rocked,09-04-2009,"Drama, Comedy", English,37472651,50000000,Australia,73
10007,iParty with Victorious,11-06-2011,"TV Movie, Comedy, Family, Music", English,547825373.4,135000000,United States,76
10008,Crying Freeman,13-09-1995,"Action, Crime", English,211802400.4,6100000,United States,64
10009,Headshot,08-12-2016,"Action, Thriller, Crime", Indonesian,356227312,135000000,Indonesia,64
10010,Hereafter,10-02-2011,"Drama, Fantasy", English,108660270,50000000,Australia,60
10011,Think Like a Dog,01-09-2020,"Family, Comedy, Drama", English,1239498,47980000,Australia,65
10012,Perfumed Garden,03-06-2000,, English,279278382.2,159000000,Indonesia,53
10013,Troll,19-03-1986,"Fantasy, Horror", English,5450815,1100000,Australia,49
10014,Herbie Goes Bananas,25-06-1980,"Fantasy, Comedy, Family, Adventure", English,18000000,8325817.8,United States,53
10015,A Scanner Darkly,30-11-2006,"Animation, Science Fiction, Thriller", English,7405084,20000000,Australia,68
10016,Vicini di casa,01-12-2022,Comedy, Italian,202866374.4,77140000,Italy,52
10017,Just Getting Started,08-12-2017,"Action, Comedy", English,6756412,22000000,United States,49
10018,A Most Wanted Man,27-10-2014,Thriller, English,36068890,15000000,Australia,65
10019,Scream: The Inside Story,06-04-2011,"Documentary, Horror", English,417803439,124000000,United States,59
10020,Wonder Wheel,01-12-2017,"Drama, Romance", English,15366466,25000000,United States,64
10021,O Prisioneiro do Sexo,13-10-1978,Drama, Portuguese,153968300.4,124000000,Brazil,45
10022,The Reluctant Dragon,20-06-1941,"Family, Animation, Comedy", English,216567758.4,600,United States,67
10023,Hidden Leaf Village Grand Sports Festival!,21-08-2004,"Action, Animation, Comedy", Japanese,506565760.2,120497600,Japan,72
10024,A Dark Truth,29-11-2012,"Action, Thriller", English,5750,20400000,United States,56
10025,The Hunted,11-03-2003,"Drama, Action, Thriller, Crime", English,47213095,55000000,United States,62
10026,The Girl and the Wooden Horse Torture,03-12-1982,, Japanese,812667214.2,163600000,Japan,50
10027,Stay on Board: The Leo Baker Story,11-08-2022,Documentary, English,329597032.2,146000000,United States,59
10028,Sea of Love,04-01-1990,"Crime, Drama, Romance, Mystery, Thriller", English,110879513,19000000,Australia,66
10029,Jackass 3.5,01-04-2011,"Comedy, Documentary, Action", English,597269154.8,78260000,United States,63
10030,Charlie Countryman,14-11-2013,"Action, Comedy, Drama, Romance, Thriller", English,11650,46010000,Australia,64
10031,A Brighter Summer Day,27-07-1991,"Crime, Drama, Romance", Chinese,586258742.2,186000000,Taiwan,83
10032,Tank Girl,17-08-2004,"Action, Comedy, Science Fiction", English,4064333,25000000,Australia,54
10033,Children of the Corn,26-09-2009,"Horror, Thriller, TV Movie", English,2264858.8,4500000,United States,45
10034,Sheep & Wolves,28-04-2016,"Adventure, Animation, Comedy, Family, Fantasy, Romance", Russian,4190750,29200007,Russia,62
10035,American Animals,04-10-2018,"Drama, Crime, Documentary", English,2847319,3000000,Australia,68
10036,Stitches,26-10-2012,Horror, English,63555,2000000,Ireland,63
10037,Dream Lover,11-11-1994,"Drama, Mystery, Thriller", English,321470286.6,161000000,United States,58
10038,Kidnapped,10-10-2010,"Horror, Thriller"," Spanish, Castilian",178745725.6,84600000,Spain,60
10039,Little Buddha,27-05-1994,"Drama, History", English,4858139,35000000,United States,62
10040,To Die For,22-02-1996,"Drama, Comedy, Crime", English,27688744,20000000,Australia,66
10041,A Christmas Prince,17-11-2017,"Romance, TV Movie", English,348883504.2,74240000,United States,66
10042,Prey,13-10-2016,"Horror, Thriller, Comedy"," Dutch, Flemish",0,65000000,Netherlands,57
10043,Love in the Time of Cholera,04-10-2007,"Drama, Romance", English,31077418,45000000,United States,66
10044,Blue Crush 2,07-06-2011,"Adventure, Drama", English,63308493,7000000,United States,58
10045,Rent,02-03-2006,"Drama, Romance", English,31670620,40000000,Australia,68
10046,"You, Me and Dupree",27-07-2006,"Comedy, Romance", English,130402010,54000000,Australia,56
10047,Simulant,02-06-2023,"Science Fiction, Thriller", English,1569323844,201000000,United States,100
10048,"Ronia, The Robber's Daughter",14-12-1984,"Adventure, Drama, Fantasy, Family", Swedish,581955655.8,158200000,Sweden,68
10049,Ticking Clock,04-01-2011,"Action, Thriller, Crime", English,8246641.2,6000000,United States,54
10050,Hamilton,03-07-2020,"History, Drama", English,884648431.4,200000000,Australia,82
10051,Inconceivable,28-08-2017,"Thriller, Drama", English,399901684.4,105400000,United Kingdom,57
10052,Cabin Fever,12-02-2016,Horror, English,30351664,1500000,United States,47
10053,The Treasure of the Sierra Madre,15-01-1948,"Adventure, Drama, Western", English,4307000,3800000,United States,80
10054,Jim & Andy: The Great Beyond,11-09-2017,"Documentary, Comedy", English,324830187.2,78000000,Canada,75
10055,Universal Soldier II: Brothers in Arms,27-09-1998,"Action, Science Fiction", English,512376076.6,94800000,United States,44
10056,The Survivor,27-04-2022,"History, Action, Drama", English,534822352.2,155200000,United States,72
10057,Bionicle: The Legend Reborn,24-08-2009,"Action, Adventure, Animation, Family, Science Fiction", English,535664841.4,108000000,United States,58
10058,The Young Girls of Rochefort,08-03-1967,"Romance, Comedy, Drama", French,842099458.4,124780000,France,77
10059,The Land Before Time VIII: The Big Freeze,04-12-2001,"Animation, Adventure, Family", English,720517684,79000000,United States,60
10060,Adult Hazing,23-06-2020,"Drama, Romance", Korean,523551882.4,113600000,South Korea,67
10061,Vengeance,20-05-2009,"Thriller, Action", Cantonese,490985494,138400000,United States,66
10062,The Smurfs: A Christmas Carol,02-12-2011,"Comedy, Family, Animation", English,822914687.2,137600000,United States,68
10063,Forever Rich,01-10-2021,"Crime, Comedy, Drama"," Dutch, Flemish",449407231.4,150500000,United States,66
10064,Feels Like Euphoria,07-11-2017,"Drama, Romance", English,357494447.2,109800000,United States,51
10065,Norm of the North,15-01-2016,"Adventure, Animation, Comedy, Family", English,30535660,18000000,United States,47
10066,The Company of Wolves,21-09-1984,"Horror, Fantasy", English,4389334,2000000,United Kingdom,63
10067,Futurama: Into the Wild Green Yonder,04-03-2009,"Animation, Comedy, Science Fiction, TV Movie", English,630465014.4,171000000,Australia,70
10068,Shortcut to Happiness,13-07-2003,"Fantasy, Drama, Comedy, Science Fiction", English,627815705,137800000,United States,56
10069,Cold War,08-11-2012,"Action, Thriller", Cantonese,313921159,77400000,Hong Kong,65
10070,The Dinner Game,23-12-1999,Comedy, French,78599508,12500000,Australia,78
10071,My Salinger Year,14-01-2021,Drama, English,236653,36345000,Australia,64
10072,Making 'Toy Story',02-12-1995,Documentary, English,625891229,100140523.8,United States,70
10073,Blinded by the Light,24-08-2019,"Drama, Comedy", English,18136756,15000000,Australia,70
10074,The Last Starfighter,13-12-1984,"Adventure, Science Fiction, Action", English,28733290,15000000,Australia,66
10075,Doors,23-03-2021,Science Fiction, English,657284044.6,130200000,United States,49
10076,The Hunchback of Notre Dame,29-12-1939,"Drama, Romance, Horror", English,325500000,100000000,United States,73
10077,The Shoga (Glass and Gas) Company,07-09-1990,, Persian,385960548.2,58670000,Iran,37
10078,Heart and Souls,13-08-1993,"Fantasy, Comedy, Romance", English,16589540,28808000,United States,70
10079,Orbiter 9,07-04-2017,"Drama, Science Fiction, Romance"," Spanish, Castilian",621721971.2,212000000,Spain,58
10080,Save The Tree,22-10-2021,Animation," Spanish, Castilian",881791868.6,111000000,Spain,44
10081,The Philadelphia Story,05-12-1940,"Comedy, Romance", English,667037174.8,105800000,United States,77
10082,Hours,12-12-2013,"Drama, Thriller", English,101722633.6,4000000,United States,66
10083,Stand Up Guys,14-12-2012,"Thriller, Comedy, Action", English,457250016,105000000,United States,60
10084,The Ipcress File,02-08-1965,"Mystery, Thriller", English,402479703.6,118371600,United States,68
10085,Fermat's Room,07-10-2007,"Mystery, Thriller"," Spanish, Castilian",661906631.6,118154097.6,Spain,66
10086,Song of the South,15-05-1947,"Family, Animation", English,65000000,2125000,Australia,65
10087,Mobile Suit Gundam Narrative,30-11-2018,"Animation, Science Fiction, Action", Japanese,488640213,132600000,Japan,67
10088,DADDY OWL!!!,06-04-2023,"Drama, Thriller", English,1,1,Australia,0
10089,The Haunting of La Llorona,17-05-2019,Horror, English,2301961.6,500000,United States,56
10090,Hud,28-05-1963,"Western, Drama", English,10000000,2500000,United States,73
10091,Above the Rim,15-09-1994,Crime, English,520816421.6,62500000,Australia,69
10092,Love Match,11-09-2014,"Romance, Comedy", Korean,500686647,81050080,South Korea,53
10093,A Single Man,25-02-2010,"Drama, Romance", English,28142379,7000000,Australia,73
10094,Turkish Delight,22-02-1973,"Drama, Romance"," Dutch, Flemish",606036971,62200000,Netherlands,70
10095,Lucky You,01-05-2007,"Drama, Romance", English,6521829,55000000,United States,56
10096,Terms of Endearment,20-11-1983,"Drama, Comedy", English,108423749,8000000,United States,71
10097,Forever Out of My League,31-01-2022,"Romance, Comedy", Italian,452004296.4,60800000,Italy,56
10098,Zorba the Greek,14-12-1964,Drama, Greek,9000000,783000,Greece,75
10099,Skins,09-06-2017,"Drama, Comedy"," Spanish, Castilian",249204,5000000,Spain,65
10100,Domino,01-12-2005,"Action, Crime", English,23574057,50000000,Australia,60
10101,Realms,09-10-2018,"Horror, Mystery", English,566095976.8,144000000,United States,42
10102,Harsh Times,10-11-2006,"Crime, Drama, Thriller, Action", English,6225304,2000000,United States,64
10103,The Sword and the Sorcerer,01-04-1982,"Action, Adventure, Fantasy", English,39103425,4000000,United States,54
10104,Nightwatch,17-04-1998,"Drama, Horror, Mystery, Thriller", English,1179002,9146840.6,United States,61
10105,I Am a Nymphomaniac,11-08-1971,Drama, French,431483072,61100000,France,42
10106,Fantastic Beasts: A Natural History,27-02-2022,Documentary, English,625891229,100140523.8,United Kingdom,70
10107,Black Book,05-07-2007,"Drama, Thriller, War"," Dutch, Flemish",26768563,21000000,Australia,75
10108,Freelancers,12-10-2012,"Mystery, Drama, Action, Crime", English,3238620.8,11000000,Australia,51
10109,Election,07-10-1999,"Comedy, Romance", English,17202854,8500000,Australia,68
10110,House at the End of the Street,08-11-2012,"Horror, Thriller", English,44103982,6900000,Australia,58
10111,Arlington Road,12-08-1999,"Crime, Drama, Thriller, Mystery", English,24419219,21500000,Australia,70
10112,The New World,27-04-2006,"Drama, History, Romance", English,26184400,30000000,Australia,65
10113,The Cowboys,13-01-1972,"Western, Adventure, Drama, Action", English,7500000,6000000,United States,72
10114,Freaked,11-09-1993,"Comedy, Science Fiction, Horror", English,29296,13000000,United States,60
10115,Deep in the Valley,30-09-2009,Comedy, English,121005503.2,138000000,United States,51
10116,Schumacher,15-09-2021,Documentary, English,708023892.4,79500000,Australia,74
10117,The Beyond,29-04-1981,Horror, Italian,531683245.8,101400000,Italy,69
10118,The Good Liar,05-12-2019,Crime, English,33209936,10000000,Australia,67
10119,The Red Baron,29-03-2008,"Action, Adventure, Drama, History, War", German,2783332,18000000,Germany,66
10120,Flee,17-02-2022,"Documentary, Animation", Danish,440544,3400000,Australia,78
10121,The Car,13-05-1977,Horror, English,476680473.8,87000000,United States,63
10122,Blood Work,14-11-2002,"Crime, Thriller, Action", English,26199517,50000000,Australia,62
10123,Hoodlum,19-02-1998,"Crime, Drama", English,23461013,30000000,Australia,64
10124,War Machine,26-05-2017,"Comedy, Drama, War", English,150038957.8,60000000,United States,56
10125,Pulse,03-02-2001,"Horror, Thriller, Mystery", Japanese,30241435,20500000,Japan,66
10126,Fever Pitch,06-04-2005,"Comedy, Drama, Romance", English,50071069,40000000,United States,62
10127,Tommy,26-03-1975,"Drama, Music, Fantasy", English,34251525,5000000,United Kingdom,64
10128,Acts of Violence,12-01-2018,"Action, Crime, Thriller", English,386790,10700000,United States,57
10129,After Hours,13-09-1985,"Comedy, Thriller, Drama", English,10609321,4500000,United States,75
10130,Small Fry,23-11-2011,"Animation, Family, Comedy", English,187299322,116400000,United States,69
10131,Four of the Apocalypse,12-08-1975,"Western, Action", Italian,552832145.2,73340000,Italy,65
10132,Love Wedding Repeat,10-04-2020,"Comedy, Romance", English,419965614.6,128000000,United Kingdom,57
10133,BrÃ¼no,08-07-2009,Comedy, English,138708527,42000000,Australia,56
10134,Vixen!,15-10-1968,Drama, English,8000000,73000,United States,53
10135,Lady Chatterley's Lover,06-09-2015,"Romance, Drama", English,254278668.2,102000000,United Kingdom,64
10136,Felony,28-08-2014,"Mystery, Thriller, Crime", English,453824304.6,169600000,Australia,57
10137,Hustle & Flow,22-07-2005,"Crime, Drama, Music", English,23591783,2800000,United States,71
10138,Batman vs. Two-Face,08-10-2017,"Action, Animation, Comedy", English,288791629.6,99700000,United States,64
10139,Turner & Hooch,21-09-1989,"Action, Comedy, Thriller, Crime, Family", English,71079915,13000000,Australia,64
10140,Sheep & Wolves: Pig Deal,24-01-2019,"Animation, Adventure, Comedy, Family", Russian,3393975,56020000,Russia,68
10141,Children of the Corn IV: The Gathering,08-10-1996,Horror, English,615996146.8,108800000,United States,44
10142,Meet Bill,15-11-2007,"Comedy, Drama, Romance", English,346592,5000000,United States,61
10143,The Mission,20-01-1987,"Adventure, Drama, Action, History", English,17218023,24500000,Australia,74
10144,Shanghai,10-05-2012,"Drama, Thriller, Mystery, Crime", English,15505922,50000000,Australia,61
10145,Hardball,14-09-2001,Drama, English,43728560,21000000,United States,64
10146,Heaven's Gate,19-11-1980,"Drama, Western", English,3484523,44000000,United States,68
10147,Last Knights,27-05-2015,"Action, Adventure", English,3643591,40000000,Australia,65
10148,Full Out,11-09-2015,"History, Drama, Family", English,21889329.6,1500000,Canada,73
10149,The Secret to Be Told: Relationship With My Aunt,06-07-2020,"Drama, Romance", Korean,626713614.8,58000000,South Korea,73
10150,Dragons: Rescue Riders: Secrets of the Songwing,24-07-2020,"Animation, Family, TV Movie", English,183866850,62000000,United States,78
10151,My Student's Mom 2,09-11-2017,Romance, Korean,38157314,201940000,South Korea,10
10152,Bloodsport II,01-03-1996,"Action, Thriller", English,684351,5145817.8,United States,54
10153,Below,11-10-2002,"Thriller, Horror, Mystery", English,2622015,40000000,United States,61
10154,Payback,05-02-2021,"Crime, Drama, Thriller", English,161626121,50000000,United States,60
10155,Billboard Dad,06-02-1998,"Comedy, Family, TV Movie", English,536390826.2,150740000,United States,61
10156,The Care Bears Movie,23-03-1985,"Adventure, Fantasy, Animation, Comedy, Family", English,633548698.6,115800000,United States,55
10157,It Happened One Night,08-10-2001,"Comedy, Romance", English,2500000,325000,Australia,79
10158,The Lost King,26-12-2022,"Drama, Comedy", English,590200773.2,119000000,Australia,64
10159,The Master,28-05-1992,Action, Cantonese,29044338,37500000,Hong Kong,64
10160,"Honey, We Shrunk Ourselves",18-03-1997,"Adventure, Comedy, Family, Science Fiction, Action", English,27003060.4,7000000,United States,54
10161,Miss Violence,07-11-2013,Drama, Greek,369861963.8,100000000,Greece,71
10162,Perfect Sense,07-10-2011,"Drama, Science Fiction, Romance", English,138868,12200120,United Kingdom,69
10163,K.G.F: Chapter 2,14-04-2022,"Action, Crime, Drama", Kannada,90410749,13000000,India,76
10164,Robin Williams: Come Inside My Mind,19-01-2018,Documentary, English,601130942.4,126000000,United States,79
10165,Backstabbing for Beginners,31-10-2018,"Thriller, Drama, History", English,498968271.6,122600000,Australia,62
10166,Metallica: Through the Never,02-12-2013,Music, English,7972967,18000000,Australia,68
10167,On Your Wedding Day,22-08-2018,Romance, Korean,20895905,7397000,South Korea,75
10168,"Where'd You Go, Bernadette",24-10-2019,"Comedy, Drama", English,296432421.6,20000000,Australia,67
10169,Marshall,07-06-2020,Drama, English,10116816,12000000,Australia,73
10170,Nighthawks,04-04-1981,"Action, Crime, Thriller", English,19600000,5000000,United States,64
10171,The Love Guru,10-07-2008,"Comedy, Romance", English,40159017,62000000,Australia,42
10172,The Seven Deadly Sins: Prisoners of the Sky,18-08-2018,"Action, Adventure, Fantasy, Animation", Japanese,706002070.8,62600000,Japan,76
10173,The Lady Vanishes,07-10-1938,"Mystery, Thriller, Comedy", English,563756432.6,132000000,United Kingdom,75
10174,20th Century Women,28-12-2016,Drama, English,9353729,7000000,United States,73
10175,Delta Force 2: The Colombian Connection,24-08-1990,Action, English,6698361,9145817.8,United States,54
10176,The Russia House,21-12-1990,"Drama, Thriller, Romance", English,22997992,21800000,United States,61
10177,Darkman II: The Return of Durant,11-07-1995,"Action, Adventure, Science Fiction, Thriller, Horror", English,475661306,116000000,United States,55
10178,The Swan Princess: A Royal Wedding,20-07-2020,"Animation, Family, Fantasy", English,539401838.6,92400000,United Kingdom,70
10179,Rama Rama Kya Hai Drama,04-01-2008,comedy,Hindi,60000,1020,India,44
10180,Humne Jeena Seekh Liya,04-01-2008,comedy,Hindi,180000,9900,India,87
10181,Halla Bol,11-01-2008,social,Hindi,900000,680400,India,30
10182,Bombay to Bangkok,18-01-2008,"romance,drama,comedy",Hindi,2520000,54000,India,50
10183,Tulsi,18-01-2008,unknown,Hindi,12000,12900,India,68
10184,Sunday,25-01-2008,"action,comedy",Hindi,60000,2040,India,36
10185,Superstar,08-02-2008,drama,Hindi,18000,420,India,31
10186,Jodhaa Akbar,15-02-2008,"romance,history",Hindi,180000,9900,India,90
10187,Black and White,07-03-2008,"social,drama,history",Hindi,6240000,23349840,India,27
10188,Race,21-03-2008,"crime,thriller",Hindi,2160000,10509420,India,33
10189,One Two Three,28-03-2008,"drama,comedy",Hindi,4440000,6309420,India,74
10190,Shaurya,04-04-2008,drama,Hindi,3600000,12657600,India,27
10191,Krazzy 4,11-04-2008,comedy,Hindi,15840000,84297000,India,20
10192,U Me Aur Hum,11-04-2008,romance,Hindi,9240000,41892420,India,73
10193,Sirf,25-04-2008,"drama,romance",Hindi,14640000,73924350,India,42
10194,Tashan,25-04-2008,"action,romance",Hindi,3360000,11748960,India,67
10195,Mr. White Mr. Black,02-05-2008,comedy,Hindi,8520000,20756610,India,53
10196,Anamika,02-05-2008,thriller,Hindi,21000000,62925120,India,40
10197,Jimmy,09-05-2008,"crime,action,thriller,romance,drama",Hindi,66000,4200,India,31
10198,Bhoothnath,09-05-2008,"fantasy,drama,comedy",Hindi,78000,6900,India,78
10199,Jannat,16-05-2008,"drama,romance",Hindi,78000,48000,India,85
10200,Don Muthu Swami,23-05-2008,comedy,Hindi,210000,6300,India,44
10201,Woodstock Villa,30-05-2008,thriller,Hindi,150000,16500,India,80
10202,Aamir,06-06-2008,"drama,thriller",Hindi,480000,120000,India,35
10203,Sarkar Raj,06-06-2008,"crime,action,drama,thriller",Hindi,12000,3600,India,26
10204,Mere Baap Pehle Aap,13-06-2008,comedy,Hindi,108000,7200,India,47
10205,Summer 2007,13-06-2008,unknown,Hindi,18000,6000,India,76
10206,De Taali,20-06-2008,"romance,comedy",Hindi,1320000,2498400,India,50
10207,HaalÃ‚Âƒ??eÃ‚Âƒ??dil,20-06-2008,"drama,romance",Hindi,2520000,452400,India,73
10208,Thoda Pyaar Thoda Magic,27-06-2008,"fantasy,drama,romance",Hindi,1440000,1207440,India,32
10209,Thodi Life Thoda Magic,27-06-2008,drama,Hindi,600000,633600,India,74
10210,Via Darjeeling,27-06-2008,"mystery,drama,thriller",Hindi,2400000,4698000,India,43
10211,Jaane Tu... Ya Jaane Na,04-07-2008,romance,Hindi,390000,69600,India,23
10212,Love Story 2050,04-07-2008,"musical,drama,romance",Hindi,1200000,2341920,India,93
10213,Mehbooba,11-07-2008,romance,Hindi,420000,300000,India,43
10214,Kismat Konnection,18-07-2008,"romance,drama,comedy",Hindi,480000,277200,India,27
10215,Contract,18-07-2008,"spy,thriller",Hindi,210000,5100,India,39
10216,Mission Istaanbul,25-07-2008,adventure,Hindi,3000000,1615350,India,24
10217,Money Hai Toh Honey Hai,25-07-2008,"romance,drama,comedy",Hindi,540000,75600,India,42
10218,Ugly Aur Pagli,01-08-2008,comedy,Hindi,6600000,5827200,India,88
10219,Good Luck!,08-08-2008,unknown,Hindi,4080000,1545510,India,61
10220,Singh Is Kinng,08-08-2008,"crime,romance,action,comedy",Hindi,4680000,919845,India,72
10221,Bachna Ae Haseeno,15-08-2008,"romance,drama,comedy",Hindi,5160000,2167920,India,97
10222,God Tussi Great Ho,15-08-2008,"romance,comedy",Hindi,2640000,10040520,India,79
10223,Phoonk,22-08-2008,horror,Hindi,6600000,5948670,India,96
10224,Mumbai Meri Jaan,22-08-2008,unknown,Hindi,5760000,6261000,India,91
10225,Maan Gaye Mughal-e-Azam,22-08-2008,comedy,Hindi,1200000,3925200,India,33
10226,Rock On!!,29-08-2008,"musical,drama,romance",Hindi,3720000,6143280,India,69
10227,C Kkompany,29-08-2008,comedy,Hindi,1500000,7648860,India,90
10228,Chamku,29-08-2008,"musical,romance,thriller",Hindi,3240000,5823000,India,85
